Senior Citizen,Partner,Dependents,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn,Contract_Month-to-month,Contract_One year,Contract_Two year,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,tenure_group,service_count,avg_monthly_value,revenue_per_month,engagement_score,is_new_customer,contract_risk,payment_risk,monthly_x_tenure,has_internet,has_family,low_engagement,high_risk,cluster,segment,churn_probability,churn_prediction,predicted_value,value_score,recommended_action,customer_category,customer_id_display
0,0,0,1,No,DSL,Yes,No,No,No,No,No,month-to-month,1,Electronic check,47.8,92.45,1,True,False,False,True,False,False,False,False,True,False,0-1 year,1,30.816666666666663,47.8,10.66,1,2,1,95.6,1,0,1,0,2,At Risk Customers,0.5639933790280998,1,132.63873,0.06602134, Maintain / Monitor,Stable Customer,608
0,0,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,month-to-month,1,Credit card (automatic),98.6,2933.2,1,True,False,False,False,True,False,False,True,False,False,2-4 years,1,97.77333333333333,98.6,28.92,0,2,0,2859.4,1,0,1,0,0,High Value Loyal,0.5037941774764898,1,2904.451,0.36893737, Maintain / Monitor,Stable Customer,609
1,1,0,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,month-to-month,1,Electronic check,83.05,1258.3,1,True,False,False,False,True,False,False,False,True,False,1-2 years,1,78.64375,83.05,21.61,0,2,1,1245.75,1,0,1,0,1,Low Value New,0.6480600651948504,1,2775.7102,0.354868, Retention Campaign (Email / Promotion),At-Risk Low Value,610
0,1,0,1,No,Fiber optic,No,No,No,No,No,No,month-to-month,1,Bank transfer (automatic),70.4,1214.05,1,True,False,False,False,True,False,True,False,False,False,1-2 years,1,67.44722222222222,70.4,19.68,0,2,0,1196.8000000000002,1,0,1,0,1,Low Value New,0.4500590597882297,1,2137.305,0.28510022, Maintain / Monitor,Stable Customer,611
1,0,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,one year,1,Bank transfer (automatic),104.75,5510.65,1,False,True,False,False,True,False,True,False,False,False,4-6 years,1,96.6780701754386,104.75,38.25,0,1,0,5866.0,1,0,1,0,0,High Value Loyal,0.3199570157669193,0,5784.709,0.68370485, Maintain / Monitor,Stable Customer,612
1,0,0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,month-to-month,1,Electronic check,94.25,1973.75,1,True,False,False,False,True,False,False,False,True,False,1-2 years,1,89.7159090909091,94.25,25.65,0,2,1,1979.25,1,0,1,0,1,Low Value New,0.6274252968513825,1,2487.912,0.32341614, Retention Campaign (Email / Promotion),At-Risk Low Value,613
0,0,1,1,No,DSL,No,No,No,No,No,No,month-to-month,0,Mailed check,45.95,45.95,1,True,False,False,True,False,False,False,False,False,True,0-1 year,1,22.975,45.95,9.990000000000002,1,2,0,45.95,1,0,1,0,2,At Risk Customers,0.1403569360099781,0,102.66171,0.06274531, Maintain / Monitor,Stable Customer,614
1,0,0,1,No,Fiber optic,No,No,No,No,No,No,month-to-month,1,Electronic check,70.15,70.15,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,35.075,70.15,14.830000000000002,1,2,1,70.15,1,0,1,0,1,Low Value New,0.8230598920564117,1,190.79742,0.072377175, Retention Campaign (Email / Promotion),At-Risk Low Value,615
0,0,0,1,No,Fiber optic,No,No,Yes,No,Yes,No,month-to-month,1,Credit card (automatic),85.55,85.55,1,True,False,False,False,True,False,False,True,False,False,0-1 year,1,42.775,85.55,17.91,1,2,0,85.55,1,0,1,0,1,Low Value New,0.8618666736346106,1,323.1437,0.08684057, Retention Campaign (Email / Promotion),At-Risk Low Value,616
0,1,0,1,No,Fiber optic,No,No,No,No,No,No,month-to-month,1,Electronic check,70.3,2416.55,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,67.1263888888889,70.3,25.06,0,2,1,2460.5,1,0,1,0,1,Low Value New,0.4303634991275813,1,1919.8912,0.2613403, Maintain / Monitor,Stable Customer,617
1,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,month-to-month,0,Bank transfer (automatic),106.35,3520.75,1,True,False,False,False,True,False,True,False,False,False,2-4 years,1,106.68939393939394,106.35,31.37,0,2,0,3403.2,1,0,1,0,0,High Value Loyal,0.5347776646948544,1,3314.4653,0.41374558, Maintain / Monitor,Stable Customer,618
0,1,0,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,one year,1,Mailed check,103.7,3467.0,1,False,True,False,False,True,False,False,False,False,True,2-4 years,1,101.97058823529412,103.7,31.14,0,1,0,3422.1,1,0,1,0,0,High Value Loyal,0.4133849202333935,1,4662.171,0.5610289, Maintain / Monitor,Stable Customer,619
0,0,0,1,No,Fiber optic,No,No,No,No,Yes,Yes,month-to-month,1,Electronic check,88.35,88.35,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,44.175,88.35,18.47,1,2,1,88.35,1,0,1,0,1,Low Value New,0.906585408431481,1,392.5156,0.09442184, Retention Campaign (Email / Promotion),At-Risk Low Value,620
0,1,0,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,month-to-month,1,Electronic check,94.2,777.3,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,86.36666666666666,94.2,21.74,1,2,1,753.6,1,0,1,0,1,Low Value New,0.7833940609535632,1,781.2649,0.1369061, Retention Campaign (Email / Promotion),At-Risk Low Value,621
0,0,0,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,month-to-month,1,Electronic check,96.25,512.45,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,85.40833333333335,96.25,21.25,1,2,1,481.25,1,0,1,0,1,Low Value New,0.7702806084802533,1,638.7715,0.12133378, Retention Campaign (Email / Promotion),At-Risk Low Value,622
0,1,0,1,No,Fiber optic,No,No,No,No,No,No,month-to-month,1,Electronic check,70.7,141.45,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,47.15,70.7,15.24,1,2,1,141.4,1,0,1,0,1,Low Value New,0.7959839815858507,1,202.95592,0.073705904, Retention Campaign (Email / Promotion),At-Risk Low Value,623
0,1,0,0,No,DSL,No,Yes,No,Yes,No,No,one year,0,Mailed check,33.55,1445.3,1,False,True,False,True,False,False,False,False,False,True,2-4 years,0,33.61162790697674,33.55,19.31,0,1,0,1409.1,1,0,1,0,3,Premium Customers,0.1074568232498723,0,1380.3735,0.20237938, Maintain / Monitor,Stable Customer,624
1,1,0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,month-to-month,1,Credit card (automatic),94.55,3640.45,1,True,False,False,False,True,False,False,True,False,False,2-4 years,1,88.79146341463414,94.55,31.41,0,2,0,3782.0,1,0,1,0,0,High Value Loyal,0.5463344173391436,1,5080.3657,0.60673106, Maintain / Monitor,Stable Customer,625
0,0,0,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,two year,1,Bank transfer (automatic),112.95,6465.0,1,False,False,True,False,True,False,True,False,False,False,4-6 years,1,111.46551724137932,112.95,40.19,0,0,0,6438.150000000001,1,0,1,0,0,High Value Loyal,0.1828735190020149,0,7605.7544,0.88271683, Upsell / Premium Offer,Loyal High Value,626
0,0,0,0,No,DSL,No,No,No,No,No,Yes,month-to-month,0,Electronic check,35.9,35.9,1,True,False,False,True,False,False,False,False,True,False,0-1 year,0,17.95,35.9,7.479999999999999,1,2,1,35.9,1,0,1,0,3,Premium Customers,0.6728459744722873,1,134.0583,0.066176474, Retention Campaign (Email / Promotion),At-Risk Low Value,627
0,0,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,month-to-month,1,Bank transfer (automatic),99.25,3777.15,1,True,False,False,False,True,False,True,False,False,False,2-4 years,1,96.85,99.25,31.75,0,2,0,3771.5,1,0,1,0,0,High Value Loyal,0.4821522164827596,1,3772.973,0.46385336, Maintain / Monitor,Stable Customer,628
1,0,0,0,No,DSL,No,No,No,No,No,No,month-to-month,1,Mailed check,24.45,47.5,1,True,False,False,True,False,False,False,False,False,True,0-1 year,0,15.833333333333334,24.45,5.49,1,2,0,48.9,1,0,1,0,3,Premium Customers,0.5385376342191874,1,92.32243,0.061615385, Maintain / Monitor,Stable Customer,629
0,0,0,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,month-to-month,1,Bank transfer (automatic),103.35,847.3,1,True,False,False,False,True,False,True,False,False,False,0-1 year,1,94.14444444444445,103.35,23.57,1,2,0,826.8,1,0,1,0,1,Low Value New,0.7234967627539169,1,1265.5709,0.18983322, Retention Campaign (Email / Promotion),At-Risk Low Value,630
1,0,0,1,Yes,Fiber optic,No,No,No,No,Yes,No,month-to-month,1,Electronic check,84.8,546.95,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,68.36875,84.8,19.56,1,2,1,593.6,1,0,1,0,1,Low Value New,0.752754933338981,1,655.72174,0.123186186, Retention Campaign (Email / Promotion),At-Risk Low Value,631
1,0,0,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,month-to-month,1,Electronic check,99.95,3186.65,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,99.5828125,99.95,29.79,0,2,1,3098.4500000000003,1,0,1,0,0,High Value Loyal,0.5924582100946919,1,3030.759,0.38274089, Maintain / Monitor,Stable Customer,632
0,0,0,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,month-to-month,1,Credit card (automatic),90.0,1527.35,1,True,False,False,False,True,False,False,True,False,False,1-2 years,1,80.38684210526316,90.0,23.9,0,2,0,1620.0,1,0,1,0,1,Low Value New,0.5648734527117012,1,2653.0024,0.34145796, Maintain / Monitor,Stable Customer,633
1,0,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,month-to-month,1,Electronic check,104.85,1531.4,1,True,False,False,False,True,False,False,False,True,False,1-2 years,1,102.09333333333332,104.85,25.67,0,2,1,1467.9,1,0,1,0,1,Low Value New,0.7070244123336222,1,4223.3193,0.5130692, Retention Campaign (Email / Promotion),At-Risk Low Value,634
0,1,0,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,one year,0,Electronic check,106.1,2847.4,1,False,True,False,False,True,False,False,False,True,False,2-4 years,1,98.18620689655172,106.1,30.12,0,1,1,2970.8,1,0,1,0,0,High Value Loyal,0.4919403082735002,1,2556.3179,0.33089182, Maintain / Monitor,Stable Customer,635
1,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,1,Credit card (automatic),74.2,1133.9,1,True,False,False,False,True,False,False,True,False,False,1-2 years,1,70.86875,74.2,19.840000000000003,0,2,0,1113.0,1,0,1,0,1,Low Value New,0.4297715835116989,1,2389.311,0.31264058, Maintain / Monitor,Stable Customer,636
0,0,0,1,No,Fiber optic,No,Yes,No,Yes,No,Yes,month-to-month,1,Electronic check,89.35,461.7,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,76.95,89.35,19.87,1,2,1,446.75,1,0,1,0,1,Low Value New,0.7476848397619565,1,313.8125,0.08582081, Retention Campaign (Email / Promotion),At-Risk Low Value,637
0,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,1,Electronic check,77.15,77.15,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,38.575,77.15,16.23,1,2,1,77.15,1,0,1,0,1,Low Value New,0.8571368475349644,1,393.83698,0.09456625, Retention Campaign (Email / Promotion),At-Risk Low Value,638
0,0,0,0,No,DSL,No,No,No,No,No,Yes,month-to-month,1,Bank transfer (automatic),35.25,35.25,1,True,False,False,True,False,False,True,False,False,False,0-1 year,0,17.625,35.25,7.35,1,2,0,35.25,1,0,1,0,3,Premium Customers,0.6751533261210767,1,198.41075,0.07320919, Retention Campaign (Email / Promotion),At-Risk Low Value,639
0,1,0,0,No,DSL,No,Yes,No,No,Yes,Yes,month-to-month,1,Electronic check,48.55,201.0,1,True,False,False,True,False,False,False,False,True,False,0-1 year,0,40.2,48.55,10.91,1,2,1,194.2,1,0,1,0,3,Premium Customers,0.7804260343421361,1,385.093,0.09361066, Retention Campaign (Email / Promotion),At-Risk Low Value,640
0,1,0,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,month-to-month,1,Credit card (automatic),98.4,5149.5,1,True,False,False,False,True,False,False,True,False,False,4-6 years,1,95.36111111111111,98.4,36.08,0,2,0,5215.200000000001,1,0,1,0,0,High Value Loyal,0.4869451744680145,1,3922.43,0.4801867, Maintain / Monitor,Stable Customer,641
1,1,0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,month-to-month,1,Bank transfer (automatic),93.85,5574.75,1,True,False,False,False,True,False,True,False,False,False,4-6 years,1,92.9125,93.85,36.97,0,2,0,5537.15,1,0,1,0,0,High Value Loyal,0.4173618267020716,1,3918.6294,0.47977132, Maintain / Monitor,Stable Customer,642
1,1,0,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,month-to-month,1,Electronic check,100.7,4541.2,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,96.62127659574467,100.7,34.44,0,2,1,4632.2,1,0,1,0,0,High Value Loyal,0.6333767918469373,1,4567.627,0.5506967, Retention Campaign (Email / Promotion),At-Risk Low Value,643
0,0,0,1,Yes,Fiber optic,No,No,Yes,No,No,No,month-to-month,1,Electronic check,80.45,1072.0,1,True,False,False,False,True,False,False,False,True,False,1-2 years,1,71.46666666666667,80.45,20.79,0,2,1,1126.3,1,0,1,0,1,Low Value New,0.5935709871200597,1,2084.6487,0.27934572, Maintain / Monitor,Stable Customer,644
0,0,0,1,No,DSL,No,No,Yes,Yes,No,No,month-to-month,1,Electronic check,55.25,1715.65,1,True,False,False,True,False,False,False,False,True,False,2-4 years,1,53.6140625,55.25,20.85,0,2,1,1712.75,1,0,1,0,1,Low Value New,0.2713899201506447,0,1612.445,0.22774118, Maintain / Monitor,Stable Customer,645
0,1,0,0,No,DSL,Yes,No,No,Yes,Yes,Yes,month-to-month,1,Electronic check,54.45,706.85,1,True,False,False,True,False,False,False,False,True,False,1-2 years,0,50.489285714285714,54.45,14.79,0,2,1,707.85,1,0,1,0,3,Premium Customers,0.7051488965281345,1,1930.5264,0.26250252, Retention Campaign (Email / Promotion),At-Risk Low Value,646
0,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,0,Credit card (automatic),75.35,2636.05,1,True,False,False,False,True,False,False,True,False,False,2-4 years,1,73.22361111111111,75.35,26.07,0,2,0,2637.25,1,0,1,0,1,Low Value New,0.2442480279006713,0,2005.3685,0.27068162, Maintain / Monitor,Stable Customer,647
0,0,0,1,No,Fiber optic,Yes,No,No,No,No,No,month-to-month,1,Electronic check,75.7,189.2,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,63.06666666666666,75.7,16.240000000000002,1,2,1,151.4,1,0,1,0,1,Low Value New,0.6920528708540642,1,320.94257,0.08660002, Retention Campaign (Email / Promotion),At-Risk Low Value,648
0,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,1,Mailed check,74.25,74.25,1,True,False,False,False,True,False,False,False,False,True,0-1 year,1,37.125,74.25,15.650000000000002,1,2,0,74.25,1,0,1,0,1,Low Value New,0.793419177332792,1,282.90927,0.08244357, Retention Campaign (Email / Promotion),At-Risk Low Value,649
1,0,0,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,month-to-month,1,Electronic check,89.7,2187.55,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,84.13653846153846,89.7,25.94,0,2,1,2242.5,1,0,1,0,1,Low Value New,0.5859969143973196,1,3373.3403,0.4201797, Maintain / Monitor,Stable Customer,650
1,0,0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,month-to-month,1,Electronic check,96.4,1581.2,1,True,False,False,False,True,False,False,False,True,False,1-2 years,1,93.01176470588236,96.4,24.58,0,2,1,1542.4,1,0,1,0,1,Low Value New,0.6535840163918855,1,3359.8113,0.41870117, Retention Campaign (Email / Promotion),At-Risk Low Value,651
1,0,0,1,No,Fiber optic,No,No,No,No,No,No,month-to-month,1,Bank transfer (automatic),69.5,69.5,1,True,False,False,False,True,False,True,False,False,False,0-1 year,1,34.75,69.5,14.7,1,2,0,69.5,1,0,1,0,1,Low Value New,0.7663441572329159,1,265.61313,0.08055337, Retention Campaign (Email / Promotion),At-Risk Low Value,652
1,1,0,1,Yes,Fiber optic,No,No,No,No,No,Yes,month-to-month,1,Credit card (automatic),85.25,3132.75,1,True,False,False,False,True,False,False,True,False,False,2-4 years,1,84.66891891891892,85.25,28.35,0,2,0,3069.0,1,0,1,0,1,Low Value New,0.4516797035470542,1,3072.1995,0.38726968, Maintain / Monitor,Stable Customer,653
0,0,0,1,No,No,No,No,No,No,No,No,month-to-month,0,Mailed check,19.4,19.4,1,True,False,False,False,False,True,False,False,False,True,0-1 year,1,9.7,19.4,4.68,1,2,0,19.4,0,0,1,0,2,At Risk Customers,0.2267795932023564,0,70.96698,0.059281573, Maintain / Monitor,Stable Customer,654
0,0,0,1,Yes,Fiber optic,No,No,No,No,No,Yes,month-to-month,1,Electronic check,83.3,803.3,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,80.33,83.3,19.86,1,2,1,749.6999999999999,1,0,1,0,1,Low Value New,0.6265645641375195,1,560.0377,0.1127294, Retention Campaign (Email / Promotion),At-Risk Low Value,655
0,0,0,1,No,Fiber optic,No,No,No,No,Yes,No,month-to-month,1,Bank transfer (automatic),80.1,679.3,1,True,False,False,False,True,False,True,False,False,False,0-1 year,1,75.47777777777777,80.1,18.92,1,2,0,640.8,1,0,1,0,1,Low Value New,0.5472074664034722,1,391.7482,0.09433798, Maintain / Monitor,Stable Customer,656
1,0,0,1,No,DSL,Yes,No,Yes,No,No,Yes,one year,0,Credit card (automatic),62.7,2791.5,1,False,True,False,True,False,False,False,True,False,False,2-4 years,1,60.68478260869565,62.7,26.54,0,1,0,2821.5,1,0,1,0,1,Low Value New,0.0766120551602291,0,2743.0261,0.35129613, Maintain / Monitor,Stable Customer,657
0,0,0,1,Yes,No,No,No,No,No,No,No,one year,0,Bank transfer (automatic),25.3,676.35,1,False,True,False,False,False,True,True,False,False,False,2-4 years,1,26.01346153846153,25.3,13.06,0,1,0,632.5,0,0,1,0,2,At Risk Customers,0.0429679295918767,0,966.16907,0.15711325, Maintain / Monitor,Stable Customer,658
0,0,0,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,month-to-month,0,Mailed check,98.15,1230.25,1,True,False,False,False,True,False,False,False,False,True,1-2 years,1,87.875,98.15,24.03,0,2,0,1275.95,1,0,1,0,1,Low Value New,0.5609345940559329,1,2835.6174,0.36141494, Maintain / Monitor,Stable Customer,659
0,0,0,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,month-to-month,1,Electronic check,93.7,4154.8,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,88.4,93.7,33.04,0,2,1,4310.2,1,0,1,0,0,High Value Loyal,0.5040568745685533,1,2939.5308,0.37277105, Maintain / Monitor,Stable Customer,660
1,0,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,month-to-month,0,Mailed check,105.95,2655.25,1,True,False,False,False,True,False,False,False,False,True,2-4 years,1,102.125,105.95,29.19,0,2,0,2648.75,1,0,1,0,0,High Value Loyal,0.5212458359260336,1,2977.223,0.3768902, Maintain / Monitor,Stable Customer,661
0,0,0,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,one year,1,Credit card (automatic),82.0,1425.45,1,False,True,False,True,False,False,False,True,False,False,1-2 years,1,75.02368421052631,82.0,22.3,0,1,0,1476.0,1,0,1,0,1,Low Value New,0.3047473022534559,0,3282.8613,0.41029176, Maintain / Monitor,Stable Customer,662
0,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,month-to-month,1,Electronic check,95.75,5742.9,1,True,False,False,False,True,False,False,False,True,False,4-6 years,1,94.14590163934426,95.75,37.650000000000006,0,2,1,5745.0,1,0,1,0,0,High Value Loyal,0.5025346438264516,1,4223.5723,0.51309687, Maintain / Monitor,Stable Customer,663
0,1,0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,month-to-month,1,Credit card (automatic),94.05,2866.45,1,True,False,False,False,True,False,False,True,False,False,2-4 years,1,92.46612903225804,94.05,28.31,0,2,0,2821.5,1,0,1,0,1,Low Value New,0.5439190500188148,1,3835.8132,0.47072083, Maintain / Monitor,Stable Customer,664
0,0,0,1,No,DSL,No,No,No,No,No,Yes,month-to-month,1,Mailed check,54.75,54.75,1,True,False,False,True,False,False,False,False,False,True,0-1 year,1,27.375,54.75,11.750000000000002,1,2,0,54.75,1,0,1,0,2,At Risk Customers,0.6244151832163358,1,308.976,0.085292265, Retention Campaign (Email / Promotion),At-Risk Low Value,665
1,0,0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,month-to-month,1,Bank transfer (automatic),95.65,3759.05,1,True,False,False,False,True,False,True,False,False,False,2-4 years,1,93.97625,95.65,31.33,0,2,0,3730.35,1,0,1,0,0,High Value Loyal,0.4551679734747282,1,3702.633,0.4561663, Maintain / Monitor,Stable Customer,666
0,0,0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,month-to-month,1,Electronic check,94.6,94.6,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,47.3,94.6,19.72,1,2,1,94.6,1,0,1,0,1,Low Value New,0.9269673870012304,1,493.49738,0.10545758, Retention Campaign (Email / Promotion),At-Risk Low Value,667
1,1,0,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,month-to-month,1,Electronic check,98.9,2911.3,1,True,False,False,False,True,False,False,False,True,False,2-4 years,1,90.978125,98.9,29.58,0,2,1,3065.9,1,0,1,0,0,High Value Loyal,0.7062049798022457,1,4486.4355,0.54182374, Retention Campaign (Email / Promotion),At-Risk Low Value,668
1,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,month-to-month,1,Electronic check,76.05,231.8,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,57.95,76.05,16.61,1,2,1,228.15,1,0,1,0,1,Low Value New,0.7379464183067571,1,229.521,0.07660906, Retention Campaign (Email / Promotion),At-Risk Low Value,669
1,0,0,1,No,Fiber optic,No,No,No,No,No,No,month-to-month,1,Electronic check,69.75,69.75,1,True,False,False,False,True,False,False,False,True,False,0-1 year,1,34.875,69.75,14.750000000000002,1,2,1,69.75,1,0,1,0,1,Low Value New,0.8205446201705637,1,160.2981,0.06904407, Retention Campaign (Email / Promotion),At-Risk Low Value,670
0,1,1,0,No,DSL,Yes,No,No,Yes,No,No,month-to-month,1,Electronic check,34.5,279.25,1,True,False,False,True,False,False,False,False,True,False,0-1 year,0,34.90625,34.5,9.0,1,2,1,241.5,1,0,1,0,3,Premium Customers,0.2555800132642759,0,218.63863,0.07541979, Maintain / Monitor,Stable Customer,671
